id;label;Generique;genre;avg_unit_g;;peeled_yield;;tbsp_g;;juice_ml_per_g;;juice_ml_per_unit;;lgth_g;;tsp_g;;density_g_ml;;notes;;psta_wter;;psta_slt;;psta_wtr_slt;;egg;;egg_s;;egg_m;;egg_l;;whte_pctge;;ylw_pctge;;wght_pdt_s;;wght_pdt_m;;wght_pdt_l;;clr_lgth;;tea;;grn_tp;;grn_tm;;bck_tp;;bck_tm;;olg_tp;;olg_tm;;rbs_tp;;rbs_tm;;is_pdt;;pdt_variety;;pdt_spcfc_wght;;pdt_spcfc_peel;;pdt_texture;;gratin;;rissolee;;frites;;puree;;vapeur;;four;;potage;;sautees;;roties;;pst_vrty;;pst_spcfc_wght;;pst_lg;;pst_shrt;;pst_sml;;pst_flf;;pst_ovn;;sls_vrty;info_sls;gnrc_sls;pfct_lg_pst;;pfct_shrt_pst;;pfct_sml_pst;;pfct_flf_pst;;pfct_ovn_pst;;is_tmt;;tmt_spcfc_wght;;tmt_spcfc_peel;;tmt_vrty;tmt_com;tmt_rd;;tmt_all;;tmt_cktl;;tmt_ch;;tmt_anc;;tmt_sld;;tmt_sc;;tmt_frc;;tmt_ap;;is_onn;;onn_spcfc_wght;;onn_spcfc_peel;;onn_vrty;;peeled_onn;;cru_onn;;csndc_onn;;pltrpd_onn;;is_chckn;;Chckn_tp;;Chckn_tme;;is_spc;;spc_tbsp_g;;is_choux;;choux_spcfc_wght;;choux_spcfc_peel;;is_appl;;appl_spcfc_wght;;appl_spcfc_peel;;appl_sgr;;appl_acd;;appl_crck;;appl_pie;;appl_cpt;;is_cheese;;aop_cheese;;milk_cheese;;fmly_cheese;;croute_cheese;;origin_cheese;;ail_nmbr;;is_coffee_use;;coffee_g_per_cl_lght;;coffee_g_per_cl_strng;;coffee_g_per_cl_intense;;coffee_tme;;coffee_tmp;;coffee_mouture;;coffee_cup_ml;;coffee_spcfc_tbsp_g;;is_pear;;crok_pear;;cook_pear;;syrup_pear;;salt_pear;;pear_spcfc_wght;;pear_spcfc_peel;;is_flour_use;;flour_T;;flour_W
sainte_maure_de_touraine;Sainte-Maure de Touraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Oui;;Chèvre;;Pâte molle;;Cendrée;;Touraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
salers;Salers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Oui;;Vache cru;;Pâte pressée non cuite;;Naturelle;;Cantal (salers);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
selles_sur_cher;Selles-sur-Cher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Oui;;Chèvre;;Pâte molle;;Cendrée;;Berry/Sologne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tome_des_bauges;Tome des Bauges;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Oui;;Vache;;Pâte pressée non cuite;;Naturelle;;Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tome_des_bauges;Tome des Bauges;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Oui;;Vache;;Pâte pressée non cuite;;Naturelle;;Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
valencay;Valençay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Oui;;Chèvre;;Pâte molle;;Cendrée;;Berry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
epoisses;Époisses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Oui;;Vache;;Pâte molle;;Lavée;;Bourgogne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
bleu_du_queyras_non_AOP;Bleu du Queyras (non AOP);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte persillée;;Naturelle;;Hautes-Alpes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
brillat_savarin;Brillat-Savarin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte molle;;Fleurie;;Bourgogne (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
burrata;Burrata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte filée;;;;Italie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
carre_de_l_est;Carré de l’Est;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte molle;;Lavée;;Lorraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cheddar;Cheddar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte pressée cuite;;;;Royaume-Uni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
coulommiers;Coulommiers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte molle;;Fleurie;;Île-de-France (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emmental;Emmental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte pressée cuite;;;;FR/CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emmental_grand_cru_CH;Emmental Grand Cru (CH);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte pressée cuite;;Naturelle;;Suisse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
explorateur;Explorateur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte molle;;Fleurie;;Île-de-France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
feta;Feta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Brebis/Chèvre;;Frais;;Sans croûte / saumure;;Grèce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fromage_blanc;Fromage blanc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Frais;;Sans croûte / saumure;;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gorgonzola;Gorgonzola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte persillée;;Naturelle;;Italie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gouda;Gouda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte pressée cuite;;;;Pays-Bas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gruyere;Gruyère;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte pressée cuite;;;;Suisse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gruyere_CH;Gruyère (CH);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte pressée cuite;;Naturelle;;Suisse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
manchego;Manchego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Brebis;;Pâte pressée cuite;;;;Espagne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mascarpone;Mascarpone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Frais;;Sans croûte / saumure;;Italie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mozzarella_di_bufala_campana;Mozzarella di Bufala Campana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Bufflonne;;Pâte filée;;;;Italie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
petit_suisse;Petit-Suisse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Frais;;Sans croûte / saumure;;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
port_salut;Port-Salut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte pressée non cuite;;Lavée;;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
provolone;Provolone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte filée;;;;Italie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
raclette_de_savoie;Raclette de Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte pressée non cuite;;Lavée;;Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ricotta;Ricotta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache/Brebis;;Frais;;Sans croûte / saumure;;Italie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
saint_felicien;Saint-Félicien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte molle;;Fleurie;;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
saint_marcellin;Saint-Marcellin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte molle;;Fleurie;;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
saint_paulin;Saint-Paulin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte pressée non cuite;;Lavée;;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
stilton;Stilton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte persillée;;Naturelle;;Royaume-Uni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taleggio;Taleggio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte molle;;Lavée;;Italie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tomme_de_brousse_brousse;Tomme de Brousse (brousse);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache/Chèvre;;Frais;;Sans croûte;;Sud-Est;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tomme_de_savoie;Tomme de Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;Non;;Vache;;Pâte pressée non cuite;;Naturelle;;Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
farine;Farine;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
biscuit;Biscuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;T45;;W<170
pate_brisee;Pate brisée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;T45-T55;;W<180
pate_feulletee;Pâte feuilletée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;T45-T55;;180<W<220
baguette;Baguette;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;T55-T65;;180<W<240
Pizza_levee_courte;pizza levée courte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;T55-T65;;200<W<240
pizza_levee_longue;Pizza levée longue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;T55-T65;;280<W<320
pain_de_campagne;Pain de campagne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;T65-T80;;220<W<280
pain_complet;Pain complet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;T110-T150;;200<W<250
brioche;Brioche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;T45-T55;;300<W<330
panettone;Panettone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;T45-T55;;W>350
